
   The included below is "mass table" calculated with the DDPC1 covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1761
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 48  48  0.000   -793.878 -15.2  -1.4  -6.57  -6.98  4.438  0.000  0.000  0.000  0.000  4.290  4.366
 48  50  0.000   -823.431 -16.3  -2.4   0.00  -6.93  4.442  0.000  0.000  0.000  0.000  4.322  4.370
 48  52  0.000   -844.504 -10.3  -3.3  -7.82  -7.02  4.463  0.000  0.000  0.000  0.000  4.373  4.391
 48  54  0.127   -865.255 -10.4  -3.7  -8.32  -4.78  4.493  0.134  0.119  0.037  0.025  4.430  4.421
 48  56  0.158   -885.631 -10.0  -4.4  -9.17  -3.73  4.516  0.168  0.147  0.022  0.014  4.480  4.444
 48  58  0.164   -905.021  -9.5  -5.2 -10.67  -2.79  4.534  0.174  0.152 -0.005 -0.007  4.523  4.463
 48  60  0.162   -923.402  -9.0  -6.0 -11.83  -2.06  4.551  0.171  0.150 -0.028 -0.024  4.564  4.481
 48  62  0.151   -940.684  -8.5  -6.9 -14.39  -2.32  4.566  0.159  0.141 -0.034 -0.028  4.603  4.495
 48  64  0.099   -957.131  -8.2  -8.0 -17.47  -5.20  4.574  0.103  0.094 -0.018 -0.014  4.632  4.503
 48  66  0.000   -973.299  -8.0  -9.0 -18.14  -7.49  4.583  0.000  0.000  0.000  0.000  4.663  4.513
 48  68  0.000   -988.722  -7.5  -9.8 -18.59  -7.54  4.598  0.000  0.000  0.000  0.000  4.700  4.527
 48  70  0.000  -1003.392  -7.2 -10.5 -18.94  -7.59  4.612  0.000  0.000  0.000  0.000  4.736  4.542
 48  72  0.000  -1017.407  -6.9 -11.2 -18.76  -7.65  4.626  0.000  0.000  0.000  0.000  4.770  4.556
 48  74  0.000  -1030.836  -6.6 -12.0 -17.76  -7.72  4.640  0.000  0.000  0.000  0.000  4.804  4.571
 48  76  0.000  -1043.725  -6.3 -12.7 -15.71  -7.79  4.654  0.000  0.000  0.000  0.000  4.836  4.585
 48  78  0.000  -1056.094  -6.0 -13.5 -12.36  -7.88  4.669  0.000  0.000  0.000  0.000  4.866  4.599
 48  80  0.000  -1067.942  -5.7 -14.3  -7.37  -7.97  4.683  0.000  0.000  0.000  0.000  4.896  4.614
 48  82  0.000  -1079.006  -7.0 -15.0   0.00  -8.06  4.696  0.000  0.000  0.000  0.000  4.923  4.627
 48  84  0.000  -1083.006  -1.9 -15.5  -7.51  -8.14  4.713  0.000  0.000  0.000  0.000  4.974  4.645
 48  86  0.000  -1086.563  -1.8 -16.0 -13.62  -8.23  4.731  0.000  0.000  0.000  0.000  5.023  4.663
 48  88  0.109  -1090.145  -2.0 -16.2 -14.14  -7.52  4.760  0.120  0.090  0.054  0.028  5.075  4.692
 48  90  0.149  -1093.982  -1.9 -16.6 -14.81  -7.58  4.786  0.161  0.124  0.055  0.033  5.124  4.719
 48  92  0.167  -1097.566  -1.8 -17.0 -16.63  -7.75  4.810  0.181  0.142  0.036  0.026  5.170  4.743
 48  94  0.177  -1100.844  -1.6 -17.5 -18.59  -7.84  4.831  0.191  0.151  0.015  0.016  5.214  4.764
 48  96  0.181  -1103.797  -1.4 -17.9 -20.65  -7.89  4.851  0.194  0.156 -0.004  0.008  5.255  4.784
 48  98  0.312  -1106.792  -1.5 -18.7 -15.68 -10.96  4.924  0.324  0.286  0.123  0.112  5.328  4.858
 48 100  0.324  -1109.472  -1.2 -19.1 -15.60 -11.31  4.948  0.336  0.299  0.111  0.109  5.371  4.883
 48 102  0.322  -1111.621  -1.0 -19.6 -17.01 -11.68  4.965  0.333  0.298  0.090  0.096  5.409  4.900
 48 104  0.309  -1113.328  -0.8 -20.1 -19.01 -12.01  4.977  0.319  0.287  0.062  0.079  5.443  4.912
 48 106  0.288  -1114.720  -0.7 -20.6 -20.64 -12.22  4.986  0.296  0.269  0.033  0.058  5.474  4.921
 48 108  0.000  -1116.191  -0.9 -21.0 -30.81  -9.85  4.925  0.000  0.000  0.000  0.000  5.475  4.860
 48 110  0.000  -1117.734  -0.7 -21.5 -29.85 -10.01  4.941  0.000  0.000  0.000  0.000  5.511  4.875
 48 112  0.000  -1118.994  -0.6 -21.9 -28.87 -10.18  4.956  0.000  0.000  0.000  0.000  5.544  4.891
 48 114  0.000  -1119.960  -0.4 -22.4 -27.87 -10.37  4.973  0.000  0.000  0.000  0.000  5.575  4.908
 48 116  0.000  -1120.641  -0.3 -22.9 -26.65 -10.59  4.990  0.000  0.000  0.000  0.000  5.603  4.925
 48 118  0.000  -1121.049  -0.1 -23.4 -24.88 -10.84  5.008  0.000  0.000  0.000  0.000  5.630  4.943
 48 120  0.000  -1121.191   0.0 -23.9 -22.24 -11.11  5.025  0.000  0.000  0.000  0.000  5.656  4.961
 50  48  0.000   -795.370 -16.2  -2.1  -6.41   0.00  4.477  0.000  0.000  0.000  0.000  4.301  4.405
 50  50  0.000   -826.926 -17.3  -3.1   0.00   0.00  4.481  0.000  0.000  0.000  0.000  4.333  4.409
 50  52  0.000   -849.814 -11.2  -4.0  -7.48   0.00  4.501  0.000  0.000  0.000  0.000  4.383  4.430
 50  54  0.000   -871.759 -10.9  -4.9 -12.50   0.00  4.521  0.000  0.000  0.000  0.000  4.430  4.450
 50  56  0.001   -893.213 -10.6  -5.8 -15.72   0.00  4.540  0.001  0.000  0.000  0.000  4.474  4.469
 50  58  0.001   -914.077 -10.3  -6.6 -17.46   0.00  4.557  0.001  0.001  0.000  0.000  4.515  4.486
 50  60  0.001   -934.246  -9.9  -7.4 -17.98   0.00  4.574  0.001  0.001  0.000  0.000  4.554  4.503
 50  62  0.001   -953.690  -9.6  -8.2 -17.63   0.00  4.589  0.001  0.001  0.000  0.000  4.592  4.519
 50  64  0.001   -972.308  -9.1  -9.0 -17.21   0.00  4.604  0.001  0.000  0.000  0.000  4.628  4.534
 50  66  0.000   -990.025  -8.7  -9.7 -17.58   0.00  4.617  0.001  0.000  0.000  0.000  4.664  4.548
 50  68  0.000  -1006.883  -8.3 -10.4 -18.41   0.00  4.631  0.000  0.000  0.000  0.000  4.700  4.561
 50  70  0.000  -1023.242  -7.9  -7.8 -18.93   0.00  4.645  0.000  0.000  0.000  0.000  4.735  4.575
 50  72  0.000  -1038.497  -7.6 -11.9 -18.76   0.00  4.658  0.000  0.000  0.000  0.000  4.769  4.589
 50  74  0.000  -1053.423  -7.3 -12.7 -17.67   0.00  4.672  0.000  0.000  0.000  0.000  4.802  4.603
 50  76  0.000  -1067.821  -7.1 -13.4 -15.51   0.00  4.686  0.000  0.000  0.000  0.000  4.833  4.617
 50  78  0.000  -1081.697  -6.8 -14.2 -12.09   0.00  4.699  0.000  0.000  0.000  0.000  4.863  4.630
 50  80  0.000  -1095.318  -6.5 -11.6  -7.12   0.00  4.712  0.000  0.000  0.000  0.000  4.892  4.644
 50  82  0.000  -1107.632  -7.8 -15.7   0.00   0.00  4.725  0.000  0.000  0.000  0.000  4.920  4.657
 50  84  0.000  -1112.834  -2.4 -12.9  -7.28   0.00  4.743  0.000  0.000  0.000  0.000  4.968  4.675
 50  86  0.000  -1117.329  -2.3 -13.5 -13.25  -0.01  4.762  0.000  0.000  0.000  0.000  5.015  4.694
 50  88  0.000  -1121.676  -2.2 -14.1 -18.17   0.00  4.781  0.000  0.000  0.000  0.000  5.059  4.714
 50  90  0.000  -1125.892  -2.1 -14.6 -22.15  -0.01  4.801  0.000  0.000  0.000  0.000  5.102  4.734
 50  92  0.140  -1130.020  -2.2 -15.5 -17.24  -5.16  4.838  0.155  0.113  0.045  0.032  5.157  4.772
 50  94  0.184  -1134.214  -2.1 -16.1 -17.46  -7.96  4.870  0.198  0.160  0.040  0.039  5.207  4.804
 50  96  0.274  -1138.525  -2.2 -16.8 -15.44  -8.48  4.921  0.287  0.251  0.110  0.095  5.270  4.856
 50  98  0.301  -1142.714  -2.0 -17.3 -14.33  -8.88  4.950  0.314  0.276  0.113  0.101  5.316  4.885
 50 100  0.313  -1146.413  -1.7 -17.8 -14.10  -9.35  4.973  0.325  0.287  0.099  0.095  5.356  4.908
 50 102  0.311  -1149.571  -1.5 -18.4 -15.24  -9.57  4.991  0.322  0.287  0.077  0.082  5.392  4.926
 50 104  0.301  -1152.273  -1.3 -18.9 -16.75  -9.66  5.005  0.311  0.280  0.050  0.066  5.425  4.941
 50 106  0.288  -1154.624  -1.1 -19.3 -17.71  -9.76  5.018  0.296  0.269  0.025  0.050  5.457  4.954
 50 108  0.000  -1156.987  -1.3 -19.2 -30.23  -0.10  4.957  0.000  0.000  0.000  0.000  5.450  4.892
 50 110  0.000  -1159.375  -1.1 -19.7 -29.61  -0.33  4.972  0.000  0.000  0.000  0.000  5.485  4.907
 50 112  0.000  -1161.513  -1.0 -20.1 -28.76  -0.55  4.987  0.000  0.000  0.000  0.000  5.517  4.923
 50 114  0.000  -1163.399  -0.9 -20.6 -27.63  -1.16  5.004  0.000  0.000  0.000  0.000  5.548  4.939
 50 116  0.000  -1165.042  -0.8 -21.2 -26.05  -1.70  5.020  0.000  0.000  0.000  0.000  5.577  4.956
 50 118  0.000  -1166.445  -0.6 -21.7 -23.83  -2.48  5.037  0.000  0.000  0.000  0.000  5.605  4.973
 50 120  0.000  -1167.610  -0.5 -22.2 -20.72  -3.15  5.055  0.000  0.000  0.000  0.000  5.631  4.991
 50 122  0.000  -1168.524  -0.4 -22.8 -16.38  -3.83  5.072  0.000  0.000  0.000  0.000  5.655  5.009
 50 124  0.000  -1169.154  -0.2 -23.3 -10.23  -4.54  5.090  0.000  0.000  0.000  0.000  5.678  5.026
 50 126  0.000  -1169.415   0.6 -23.9   0.00  -5.27  5.108  0.000  0.000  0.000  0.000  5.697  5.045
 52  54  0.164   -872.113 -12.2   0.1  -5.19  -1.96  4.593  0.165  0.162  0.086  0.099  4.469  4.522
 52  56  0.180   -895.748 -11.5  -1.0  -6.94  -2.98  4.611  0.186  0.175  0.069  0.082  4.514  4.541
 52  58  0.181   -918.035 -10.9  -1.9 -10.07  -3.92  4.627  0.188  0.174  0.048  0.063  4.555  4.557
 52  60  0.177   -939.325 -10.5  -2.6 -12.67  -4.47  4.641  0.184  0.169  0.032  0.048  4.594  4.572
 52  62 -0.153   -959.859 -10.3  -3.0 -14.05  -4.53  4.655 -0.160 -0.144  0.040  0.039  4.630  4.586
 52  64 -0.158   -980.085  -9.9  -3.9 -13.46  -4.40  4.670 -0.166 -0.148  0.037  0.038  4.667  4.601
 52  66 -0.161   -999.380  -9.4  -4.7 -12.79  -4.24  4.685 -0.170 -0.150  0.033  0.035  4.703  4.616
 52  68 -0.151  -1017.653  -8.9  -5.4 -13.80  -4.17  4.696 -0.159 -0.141  0.022  0.027  4.735  4.627
 52  70 -0.131  -1035.117  -8.6  -6.0 -14.94  -4.39  4.706 -0.137 -0.124  0.009  0.017  4.765  4.637
 52  72 -0.112  -1051.938  -8.3  -6.6 -15.20  -4.78  4.716 -0.116 -0.106  0.000  0.008  4.794  4.647
 52  74 -0.082  -1068.154  -8.0  -7.1 -15.56  -5.54  4.725 -0.084 -0.080 -0.002  0.004  4.822  4.656
 52  76  0.026  -1083.981  -7.9  -7.6 -15.32  -6.95  4.733  0.025  0.026  0.001  0.002  4.848  4.665
 52  78  0.000  -1099.480  -7.6  -8.3 -12.06  -7.04  4.746  0.000  0.000  0.000  0.000  4.878  4.678
 52  80  0.000  -1114.480  -7.3  -9.1  -7.05  -6.92  4.758  0.000  0.000  0.000  0.000  4.906  4.690
 52  82  0.000  -1128.758  -8.6  -9.9   0.00  -6.81  4.770  0.000  0.000  0.000  0.000  4.933  4.703
 52  84  0.000  -1134.810  -3.0 -10.5  -7.35  -6.95  4.790  0.000  0.000  0.000  0.000  4.980  4.723
 52  86  0.123  -1141.320  -3.5 -11.8  -6.33  -3.24  4.821  0.128  0.113  0.100  0.075  5.033  4.754
 52  88  0.155  -1148.085  -3.3 -12.8  -7.48  -2.83  4.846  0.164  0.140  0.111  0.086  5.080  4.779
 52  90  0.173  -1154.188  -3.0 -13.5 -10.68  -3.70  4.868  0.184  0.154  0.099  0.081  5.123  4.802
 52  92  0.191  -1159.843  -2.8 -14.2 -13.56  -4.97  4.891  0.203  0.170  0.087  0.075  5.167  4.825
 52  94  0.222  -1165.261  -2.7 -14.9 -15.05  -6.41  4.918  0.235  0.199  0.089  0.078  5.213  4.853
 52  96  0.263  -1170.608  -2.7 -15.4 -14.45  -7.79  4.951  0.276  0.238  0.103  0.088  5.262  4.886
 52  98  0.293  -1175.800  -2.5 -15.9 -13.06  -8.62  4.981  0.307  0.269  0.104  0.091  5.308  4.916
 52 100  0.309  -1180.588  -2.3 -16.5 -12.34  -8.85  5.005  0.322  0.285  0.092  0.085  5.349  4.941
 52 102  0.308  -1184.804  -2.0 -17.0 -13.35  -8.71  5.022  0.319  0.286  0.068  0.072  5.384  4.958
 52 104  0.299  -1188.540  -1.8 -17.5 -14.56  -8.55  5.037  0.309  0.279  0.041  0.055  5.416  4.974
 52 106  0.289  -1191.890  -1.6 -18.0 -15.06  -8.50  5.052  0.298  0.272  0.016  0.040  5.448  4.988
 52 108  0.277  -1194.855  -1.4 -18.5 -15.10  -8.58  5.065  0.284  0.263 -0.006  0.027  5.479  5.001
 52 110 -0.156  -1197.424  -1.5 -18.7 -21.06  -6.70  5.039 -0.165 -0.138  0.000  0.015  5.481  4.975
 52 112 -0.138  -1200.198  -1.4 -19.1 -21.60  -6.79  5.051 -0.145 -0.124 -0.010  0.007  5.510  4.987
 52 114 -0.114  -1202.746  -1.3 -19.4 -22.35  -7.05  5.061 -0.119 -0.104 -0.016  0.002  5.538  4.998
 52 116 -0.081  -1205.146  -1.2 -19.7 -23.02  -7.61  5.071 -0.083 -0.077 -0.013 -0.001  5.566  5.007
 52 118  0.023  -1207.509  -1.2 -20.0 -23.29  -8.70  5.080  0.023  0.024  0.000  0.001  5.593  5.017
 52 120  0.000  -1209.834  -1.1 -20.5 -20.08  -8.93  5.095  0.000  0.000  0.000  0.000  5.619  5.032
 52 122  0.000  -1211.936  -1.0 -21.1 -15.44  -9.03  5.111  0.000  0.000  0.000  0.000  5.644  5.048
 52 124  0.000  -1213.779  -0.8 -21.6  -9.17  -9.14  5.127  0.000  0.000  0.000  0.000  5.668  5.064
 52 126  0.000  -1215.300   0.3 -22.2  -0.02  -9.24  5.143  0.000  0.000  0.000  0.000  5.690  5.081
 54  56  0.216   -896.272 -12.5   0.2  -4.65  -5.16  4.669  0.215  0.217  0.063  0.073  4.541  4.600
 54  58  0.224   -920.391 -11.8  -0.7  -8.61  -5.41  4.685  0.225  0.222  0.052  0.063  4.584  4.616
 54  60  0.237   -943.451 -11.4  -1.6 -11.04  -5.77  4.702  0.241  0.232  0.052  0.061  4.628  4.633
 54  62  0.263   -965.711 -11.0  -2.5 -11.48  -6.67  4.723  0.270  0.255  0.063  0.066  4.675  4.655
 54  64  0.296   -987.238 -10.6  -3.3 -10.04  -7.99  4.750  0.304  0.288  0.067  0.068  4.725  4.682
 54  66  0.315  -1007.907 -10.1  -4.0  -8.12  -8.35  4.772  0.322  0.308  0.051  0.056  4.768  4.705
 54  68  0.321  -1027.490  -9.4  -4.8  -5.69  -8.14  4.790  0.326  0.314  0.024  0.036  4.806  4.722
 54  70  0.208  -1046.022  -9.3  -5.3 -13.22  -5.23  4.763  0.211  0.203  0.039  0.049  4.797  4.695
 54  72  0.183  -1064.306  -9.0  -5.8 -12.39  -5.11  4.770  0.184  0.182  0.034  0.044  4.822  4.703
 54  74  0.159  -1081.831  -8.6  -6.4 -11.70  -5.40  4.778  0.158  0.160  0.026  0.037  4.848  4.711
 54  76  0.127  -1098.692  -8.3  -6.9 -10.95  -6.33  4.785  0.124  0.131  0.016  0.025  4.872  4.718
 54  78  0.080  -1115.109  -8.2  -7.4  -9.70  -8.14  4.792  0.077  0.085  0.003  0.007  4.895  4.725
 54  80  0.000  -1131.488  -8.1  -8.1  -6.99  -9.95  4.800  0.000  0.000  0.000  0.000  4.919  4.733
 54  82  0.000  -1147.374  -9.4  -8.8   0.00  -9.65  4.812  0.000  0.000  0.000  0.000  4.946  4.745
 54  84  0.000  -1154.653  -3.6  -9.5  -7.26  -9.74  4.833  0.000  0.000  0.000  0.000  4.990  4.766
 54  86  0.141  -1163.259  -4.4 -10.2  -5.49  -5.40  4.865  0.143  0.138  0.094  0.072  5.044  4.799
 54  88  0.175  -1171.777  -4.1 -11.1  -5.97  -4.64  4.890  0.180  0.166  0.103  0.080  5.089  4.824
 54  90  0.193  -1179.471  -3.7 -11.8  -9.19  -4.51  4.912  0.200  0.181  0.092  0.075  5.131  4.846
 54  92  0.210  -1186.631  -3.5 -12.6 -11.82  -4.63  4.934  0.220  0.194  0.084  0.072  5.173  4.868
 54  94  0.233  -1193.438  -3.4 -13.3 -13.29  -5.16  4.957  0.244  0.213  0.089  0.076  5.216  4.892
 54  96  0.261  -1199.975  -3.2 -14.0 -13.07  -6.47  4.984  0.274  0.238  0.101  0.085  5.260  4.919
 54  98  0.291  -1206.259  -3.1 -14.6 -11.54  -8.17  5.013  0.304  0.267  0.106  0.092  5.305  4.948
 54 100  0.310  -1212.106  -2.8 -15.1 -10.43  -9.10  5.038  0.322  0.287  0.095  0.088  5.346  4.974
 54 102  0.305  -1217.318  -2.5 -15.6 -11.77  -9.05  5.053  0.317  0.284  0.068  0.071  5.378  4.990
 54 104  0.294  -1222.052  -2.3 -16.1 -12.94  -8.88  5.067  0.304  0.274  0.039  0.052  5.408  5.003
 54 106  0.283  -1226.388  -2.1 -16.6 -13.33  -8.86  5.080  0.292  0.265  0.013  0.035  5.438  5.017
 54 108  0.270  -1230.312  -1.9 -17.1 -13.50  -8.86  5.093  0.278  0.254 -0.010  0.021  5.468  5.030
 54 110  0.246  -1233.816  -1.7 -17.6 -14.71  -8.44  5.100  0.252  0.233 -0.022  0.012  5.494  5.037
 54 112  0.196  -1237.105  -1.7 -18.0 -18.43  -6.71  5.100  0.201  0.187 -0.011  0.015  5.511  5.037
 54 114  0.161  -1240.431  -1.7 -18.4 -19.29  -6.39  5.108  0.163  0.157 -0.006  0.014  5.535  5.045
 54 116  0.132  -1243.654  -1.6 -18.8 -19.10  -6.82  5.117  0.132  0.132 -0.005  0.010  5.561  5.054
 54 118  0.102  -1246.756  -1.5 -19.1 -18.35  -7.68  5.126  0.100  0.106 -0.006  0.004  5.588  5.063
 54 120  0.066  -1249.774  -1.5 -19.5 -17.08  -8.98  5.136  0.063  0.071 -0.006 -0.001  5.612  5.073
 54 122  0.000  -1252.865  -1.5 -20.0 -14.87 -10.46  5.147  0.000  0.000  0.000  0.000  5.636  5.085
 54 124  0.000  -1255.855  -1.4 -20.5  -8.60 -10.41  5.162  0.000  0.000  0.000  0.000  5.660  5.100
 54 126  0.000  -1258.559   0.0 -21.1   0.00 -10.36  5.177  0.000  0.000  0.000  0.000  5.683  5.114
 56  60  0.401   -945.739 -12.5  -1.0  -1.25  -9.32  4.814  0.398  0.404  0.237  0.244  4.709  4.747
 56  62  0.370   -969.567 -11.7  -1.7  -6.93  -9.31  4.812  0.370  0.370  0.167  0.174  4.732  4.745
 56  64  0.338   -992.598 -11.3  -2.3  -8.10  -8.87  4.809  0.341  0.335  0.104  0.111  4.753  4.742
 56  66  0.333  -1014.726 -10.8  -2.9  -6.97  -8.89  4.820  0.336  0.329  0.068  0.079  4.787  4.753
 56  68  0.323  -1035.682 -10.1  -3.6  -5.39  -8.86  4.829  0.327  0.319  0.031  0.045  4.818  4.762
 56  70  0.260  -1055.323  -9.8  -4.1  -9.70  -6.75  4.818  0.263  0.257  0.020  0.033  4.826  4.751
 56  72  0.218  -1074.621  -9.5  -4.6 -10.14  -6.63  4.819  0.217  0.218  0.018  0.029  4.843  4.752
 56  74  0.187  -1093.285  -9.2  -5.2  -9.44  -7.03  4.824  0.184  0.191  0.011  0.021  4.866  4.757
 56  76  0.150  -1111.240  -8.9  -5.8  -9.32  -7.73  4.829  0.145  0.156  0.003  0.011  4.888  4.762
 56  78  0.105  -1128.798  -8.7  -6.3  -8.20  -8.80  4.834  0.100  0.112 -0.005  0.000  4.911  4.768
 56  80  0.000  -1146.462  -8.9  -7.0  -6.91 -10.68  4.840  0.000  0.000  0.000  0.000  4.932  4.773
 56  82  0.000  -1163.883 -10.2  -7.8   0.00 -10.10  4.850  0.000  0.000  0.000  0.000  4.959  4.784
 56  84  0.000  -1172.480  -4.3  -8.4  -7.01  -9.98  4.873  0.000  0.000  0.000  0.000  5.001  4.807
 56  86  0.144  -1182.286  -5.1  -8.9  -5.29  -8.33  4.904  0.144  0.144  0.083  0.063  5.052  4.838
 56  88  0.185  -1192.301  -4.9  -9.6  -5.21  -7.61  4.929  0.187  0.182  0.096  0.075  5.097  4.864
 56  90  0.205  -1201.491  -4.5 -10.4  -8.30  -7.16  4.952  0.209  0.199  0.086  0.070  5.139  4.887
 56  92  0.227  -1210.132  -4.3 -11.1 -10.64  -7.03  4.975  0.233  0.218  0.085  0.073  5.181  4.910
 56  94  0.266  -1218.492  -4.2 -12.0 -10.94  -7.54  5.005  0.274  0.252  0.123  0.106  5.228  4.941
 56  96  0.296  -1226.593  -4.0 -12.8  -9.71  -8.28  5.034  0.305  0.280  0.142  0.125  5.273  4.970
 56  98  0.315  -1234.209  -3.7 -13.4  -8.61  -9.09  5.059  0.325  0.298  0.133  0.122  5.314  4.995
 56 100  0.329  -1241.200  -3.3 -14.0  -7.27  -9.83  5.081  0.339  0.312  0.116  0.113  5.352  5.018
 56 102  0.318  -1247.321  -3.0 -14.5  -9.59  -9.92  5.092  0.328  0.301  0.081  0.087  5.381  5.029
 56 104  0.300  -1252.989  -2.8 -14.9 -11.04  -9.84  5.102  0.309  0.283  0.044  0.057  5.407  5.039
 56 106  0.285  -1258.307  -2.6 -15.4 -11.33  -9.74  5.113  0.294  0.269  0.012  0.033  5.435  5.050
 56 108  0.270  -1263.204  -2.4 -15.9 -11.56  -9.54  5.124  0.278  0.255 -0.016  0.013  5.464  5.062
 56 110  0.252  -1267.682  -2.2 -16.4 -11.93  -9.08  5.134  0.258  0.238 -0.037 -0.002  5.491  5.071
 56 112  0.217  -1271.808  -2.1 -16.8 -14.18  -7.92  5.139  0.222  0.207 -0.038 -0.006  5.511  5.077
 56 114  0.180  -1275.891  -2.1 -17.1 -15.44  -6.91  5.146  0.183  0.174 -0.033 -0.008  5.531  5.084
 56 116  0.149  -1279.902  -2.0 -17.5 -15.46  -6.39  5.155  0.150  0.147 -0.031 -0.011  5.555  5.093
 56 118  0.118  -1283.782  -1.9 -17.8 -15.38  -6.41  5.164  0.117  0.120 -0.026 -0.013  5.581  5.101
 56 120  0.077  -1287.616  -2.0 -18.3 -15.26  -7.47  5.172  0.076  0.081 -0.016 -0.010  5.605  5.109
 56 122  0.000  -1291.712  -2.1 -18.9 -14.31  -8.92  5.181  0.000  0.000  0.000  0.000  5.628  5.119
 56 124  0.000  -1295.783  -1.9 -19.4  -8.15  -8.78  5.195  0.000  0.000  0.000  0.000  5.654  5.133
 56 126  0.000  -1299.586  -0.4 -19.9  -0.01  -8.64  5.208  0.000  0.000  0.000  0.000  5.678  5.146
 58  60  0.415   -946.811 -13.4   0.0  -0.30  -6.93  4.862  0.407  0.423  0.249  0.265  4.728  4.796
 58  62  0.408   -972.050 -12.4  -0.7  -6.07  -7.16  4.872  0.402  0.415  0.203  0.223  4.762  4.806
 58  64  0.389   -996.312 -11.9  -1.4  -7.23  -7.63  4.875  0.384  0.395  0.155  0.178  4.788  4.809
 58  66  0.372  -1019.656 -11.4  -2.0  -6.13  -8.44  4.879  0.369  0.376  0.109  0.134  4.814  4.813
 58  68  0.348  -1041.746 -10.7  -2.5  -5.09  -9.76  4.881  0.347  0.349  0.055  0.080  4.839  4.815
 58  70  0.303  -1062.464 -10.2  -3.1  -6.73  -9.84  4.875  0.303  0.302  0.014  0.033  4.856  4.809
 58  72  0.240  -1082.711 -10.1  -3.5  -8.87  -9.02  4.866  0.238  0.243  0.005  0.017  4.864  4.800
 58  74  0.202  -1102.532  -9.7  -4.1  -8.29  -8.87  4.867  0.198  0.208 -0.004  0.005  4.883  4.801
 58  76  0.163  -1121.611  -9.4  -4.6  -8.51  -9.31  4.870  0.157  0.171 -0.011 -0.004  4.903  4.804
 58  78  0.113  -1140.295  -9.3  -5.2  -7.76 -10.80  4.872  0.107  0.122 -0.012 -0.008  4.923  4.806
 58  80  0.000  -1159.428  -9.6  -5.9  -6.96 -10.99  4.877  0.000  0.000  0.000  0.000  4.944  4.810
 58  82  0.000  -1178.375 -10.9  -6.6   0.00 -10.16  4.887  0.000  0.000  0.000  0.000  4.970  4.821
 58  84  0.000  -1188.243  -5.0  -7.3  -6.86  -9.66  4.910  0.000  0.000  0.000  0.000  5.012  4.844
 58  86  0.142  -1199.026  -5.7  -7.8  -5.36 -10.91  4.940  0.140  0.144  0.077  0.060  5.060  4.875
 58  88  0.192  -1210.423  -5.6  -8.5  -5.06 -10.31  4.969  0.191  0.193  0.093  0.076  5.106  4.904
 58  90  0.219  -1221.053  -5.2  -9.2  -8.22  -9.75  4.993  0.220  0.219  0.092  0.079  5.148  4.929
 58  92  0.308  -1231.692  -5.3 -10.4  -6.21  -7.28  5.047  0.308  0.307  0.222  0.200  5.214  4.983
 58  94  0.321  -1241.790  -4.9 -11.1  -7.68  -7.41  5.068  0.323  0.317  0.207  0.190  5.252  5.004
 58  96  0.329  -1251.262  -4.6 -11.8  -8.04  -7.88  5.086  0.332  0.323  0.180  0.171  5.287  5.023
 58  98  0.340  -1260.125  -4.3 -12.4  -7.14  -8.45  5.106  0.345  0.332  0.160  0.157  5.325  5.043
 58 100  0.350  -1268.263  -3.8 -13.0  -5.43  -9.13  5.126  0.355  0.340  0.136  0.142  5.361  5.063
 58 102  0.340  -1275.268  -3.4 -13.4  -8.14 -10.00  5.138  0.346  0.330  0.101  0.113  5.390  5.075
 58 104  0.317  -1281.792  -3.2 -13.9  -9.66 -10.79  5.144  0.323  0.306  0.057  0.074  5.413  5.081
